shastragaar,शस्त्रागार
mashindwarech,मशिनद्वारेच
wahidulhasan,वहीदुलहसन
lunti,लूंटी
contrails,कंट्रेल्स
srinarayandasji,श्रीनारायणदासजी
adhipataye,अधिपतये
abhyartheegan,अभ्यर्थीगण
bakrakocha,बकराकोचा
arqam,अरकम
lehraayen,लहराए
kumais,कुमैस
gosaidih,गोसाईडीह
jooteke,जूतेके
srisahasragiti,श्रीसहस्रगीति
mechyadarmyan,मेच्यादरम्यान
bhartipur,भर्तीपुर
arabina,अरबीना
rajechya,राजेच्या
sajaniyon,सजनियों
maharajadhikrajaon,महाराजाधिकराजाओं
koshishkarani,कोशिशकरनी
naradham,नराधाम
adhikshik,अधिक्षिक
metaguda,मेटागुड़ा
saluno,सलूनो
aandolanprati,आन्दोलनप्रति
ervit,एर्विट
gajur,गजुर
sabarirajan,सबरीराजन
sansthach,संस्थाच
schookal,स्कूकल
mavshila,मावशीला
navupniveshvaad,नवउपनिवेशवाद
santakumar,सन्तकुमार
yuniten,यूनिटें
banwalthin,बनवलथिन
lasipora,लस्सीपोरा
gandhinkar,गांधीनकर
warisa,वारिसा
mohar,मोहरे
gahakiyon,गहकियों
jikasu,जिकासु
aanvalkheda,आँवलखेड़ा
cardozo,कार्डोजो
ghanaavaran,घनावरण
rajyamargache,राज्यमार्गाचे
samutpanno,समुत्पन्नो
abram,अब्राम
mcclenighan,मैकलेनिघन
parakheda,पाराखेड़ा
bedinkatti,बेदिनकट्टी
hirchand,हीरचंद
isime,इसीमे
orkhon,ओरख़ोन
mashindware,मशीनद्वारे
nimbadiya,निम्बडिया
graho,ग्रहों
trayodasi,त्रयोदसी
albuquerque,अल्बुकर्क
muskurata,मुस्कुराता
fluke,फ्लूक
mantarpar,मन्तरपर
pichje,पिछजे
vilhana,विल्हाना
hasru,हार्से
kavitava,कवितावा
nimarta,निमरता
beenish,बीनिश
ames,एम्स
kakadkalan,काकड़कलां
hyechyasathi,ह्येच्यासाठी
muruli,मुरूली
paanchavaa,पांचवां
bhugatiye,भुगतिए
ranglok,रंगलोक
ceid,सीईआईडी
footballprem,फुटबॉलप्रेम
pramikaaen,प्रमिकाएं
chantavong,चान्तावोंग
kambhkarni,कंभकर्णी
rijbi,रिजबी
garmanath,गर्मनाथ
thotupola,थोट्टुपोला
aimim,एआईएम
punamdevi,पुनमदेवी
gigrid,गीग्रिड
blotter,ब्लॉटर
julega,जुलेगा
shivkishor,शिवकिशोर
pasturikaran,पास्तुरीकरण
bhumikela,भूमिकेला
bhendhiyon,भेंड़ियों
chamakegein,चमकेगें
bojiriyo,बोजीरियो
sheshu,शेषू
neuslier,न्यूस्लियर
janmalyas,जन्मल्यास
fabricasion,फैब्रिकेसन
twipple,ट्विपल
sikur,सिकुर
mudraanirman,मुद्रानिर्माण
cornstar,कॉर्नस्टार
bheyi,भेयी
ramprapanna,रामप्रपन्न
navgune,नवगुणे
iocc,आईओसीसी
tekene,टेकेने
sedlake,सेडलेक
jlps,जेएलपीएस
amphitheater,एम्फीथिएटर
tna,टीएनए
towill,टॉविल
kilhouwa,किल्हौवा
rogatec,रोगाटेक
pratyarn,प्रत्यर्ण
banvaee,बनवाई
panchaachayat,पंचाचयत
matana,मटन
stpp,एसटीपीपी
koharwala,कोहारवाला
vahaaz,वहाज़
banchhaanidhi,बंछानिधि
tahirul,ताहिरूल
gangaikondan,गंगैकोंडन
asamvargiya,असंवर्गीय
khwamkhwah,ख्वामख्वाह
mitwane,मिटवाने
maitrinisamvet,मैत्रिणीसमवेत
crutter,क्रटर
siyaa,सिया
jaidkhan,जैदखान
tibadi,तिबड़ी
kabla,काबला
banashree,बनश्री
gelyasarkha,गेल्यासारखा
mastishkamen,मस्तिष्कमें
arofa,अरोफा
swimproof,स्विमप्रूफ
abap,एबीएपी
naamanjhoor,नामंज़ूर
sugandhanagar,सुगंधानगर
aadiye,आदिए
endosperm,इंडोस्पर्म
hanumanagouda,हनुमानगौड़ा
upperthide,अपर्थाइड
bensellum,बेनसेलम
merajunnabi,मेराजुन्नबी
shodhkaryat,शोधकार्यात
amjen,एमजेन
safaydi,सफेदी
prajit,प्रजित
hulkaare,हुलकारे
luction,लक्शन
femail,फीमेल
natyarsikanche,नाट्यरसिकांचे
sucrose,सुक्रोज़
sarurpur,सरुरपुर
tivikaron,टीवीकारों
sharchi,शरची
hasimpura,हासिमपुरा
rithvik,रित्विक
ragaakar,रगाकर
dessau,डेसाउ
dochehra,दोचेहरा
gazans,गाजावासी
ashabi,आशाबी
vipunjan,विपुंजन
hanipha,हनीफा
saudabaya,सौदाबय
apraveshi,अप्रवेशी
grnthiyan,ग्रंथियाँ
kantiprakash,कांतिप्रकाश
kuroopa,कुरूप
manhanik,मानहानिक
apratispardhi,अप्रतिस्पर्द्धी
borkhedi,बोरखेडी
sambondhan,सम्बोंधन
anjilimoodu,अंजिलीमुदु
lacrimal,लेक्रिमल
mutavajjoh,मुतवज्जोह
sogou,सोगोउ
alyanantardekhil,आल्यानंतरदेखील
shahraan,शाहरान
karyakarmon,कार्यकर्मों
attaiyab,अत्तैयब
maurius,मॉरियस
unparticle,अनपार्टिकिल
chillor,चिल्लोर
suvidhabhogi,सुविधाभोगी
biswedaar,बिसवेदार
gryphola,ग्राइफोला
housung,हाउसंग
ghatvilyacha,घटविल्याचा
chookate,चुकाते
sunojiyat,सुनोजियत
pattewale,पत्तेवाले
ditrikh,दित्रिख
sarafabad,सराफाबाद
bhrantipoorvak,भ्रांतिपूर्वक
kesarkari,केसरकारी
joshinche,जोशींचे
procedure,प्रोसिजर
istava,इस्तवा
upekshanchya,उपेक्षांच्या
chandobachya,चांदोबाच्या
nirnayadaayak,निर्णयदायक
vyakticha,व्यक्तिचा
sanvaaro,सँवारो
sakak,सकक
assigning,एसाइनिंग
stringo,स्ट्रिंगो
bapauti,बपौती
parghaat,परघात
saanvidhaan,सांविधान
sinhdwara,सिंहद्वारा
rananche,राणांचे
says,सेज़
jarash,जराश
daikou,दाइकू
upamandaliya,उपमण्डलीय
kaaryaanwan,कार्यान्वन
forkon,फोर्कों
abhoojh,अभूझ
diabetic,डायबटिक
larvacides,लार्वासाइड्स
stavrova,स्तावरोवा
anyabai,अन्यबाई
sahugarh,साहूगढ़
somru,सोमरू
pyambare,प्यांबरे
refiners,रीफाइनर्स
fatality,फैटेलिटी
nangma,नंगमा
parikshetrache,परिक्षेत्राचे
yonidwara,योनिद्वारा
shastrarthkarta,शास्त्रार्थकर्ता
fabini,फैबिनी
mamtesh,ममतेश
lenar,लेनार
entries,एंट्रीज़
maharanjganj,महारांजगंज
qawami,क़वामी
lutaatin,लुटातीं
bujur,बुजुर
craft,क्राफ्ट
gairsamvedanshil,गैरसंवेदनशील
logoshwari,लोगोश्वरी
mahabwala,महाबवाला
dambula,दाम्बुला
kathnaaiyaan,कठनाईयाँ
kijo,कीजो
durbalancha,दुर्बलांचा
rajvidroh,राजविद्रोह
mantravibhag,मन्त्रविभाग
jodghatana,जोड़घटाना
purniha,पुरनिहा
maaze,माज़े
kshudratam,क्षुद्रतम्
humanity,ह्यूमनिटी
taluqa,तालुक
harmohinder,हरमोहिन्दर
muthkhyamantri,मुथख्यमंत्री
commandosah,कमांडोसह
amaliyata,अमलीयता
homroom,होमरूम
vipava,विपावा
mahadeb,महादेब
sikandra,सिकंदर
sarcopenia,सार्कोपेनिया
anishtich,अनिश्तिच
byavasayik,ब्यावसायिक
vitthalai,विठ्ठलाई
masarufiyaat,मसरुफ़ियात
ghogharia,घोघरिया
microbracken,माइक्रोब्रैकन
odowd,ओडोव्ड
apattigrastanchya,आपत्तीग्रस्तांच्या
nishchitanta,निश्चितंता
chhitupur,छीतूपुर
vastuhi,वस्तूही
terebinthina,टेरेबिंथिना
ashikamizazi,आशिकमिजाज़ी
simheshwarapatya,सिंहेश्वरापत्य
hiroli,हिरोली
dhimji,धीमजी
tanavpur,तनावपुर
axons,एक्सोनस
rajuapur,रजुआपुर
rosberg,रोजबर्ग
sareeron,सरीरों
irmra,आईआरएमआरए
chhidakaao,छिड़काओ
sawardekadoon,सावर्डेकडून
foreclosed,फोरक्लोज्ड
hariyaanaavaashiyon,हरियाणावाशियों
hexing,हेक्सिंग
stokesley,स्टोकस्ले
motargariyan,मोटरगाड़ियाँ
kaarbaariyon,कारबारियों
tondaiman,तोंडइमैन
vilvak,विल्वक
chhabilen,छबीलें
paradheenta,पराधीनता
